TABLE01_AD3_account_id,TABLE01_AD3_user_account_id,TABLE01_AD3_lifetime_amount
271802L_SILVER,LATOYIA S,101795
271810M_SILVER,MAKEDA C,30
271811G_SILVER,GIOVANNI C,160
271819M_SILVER,MYRL K,20
271855A_GOLD,ALIX U,20
271868C_SILVER,CHRISTA K,50
271873M_SILVER,MONET N,10
271896P_SILVER,PENELOPE R,50
271930J_SILVER,JOEY Z,65
271941L_SILVER,LIVIA Z,15
271952N_SILVER,NELLA N,3
271966R_SILVER,RONNY J,25
271992J_SILVER,JOLANDA F,10
271998L_SILVER,LORINE O,20
272010S_SILVER,SABRA O,5075
272015T_SILVER,TAUNYA N,45
272026P_SILVER,PATTI O,20
272064L_SILVER,LILLIAM N,125
272070M_SILVER,MARYLYN F,20
272097F_GOLD,FELECIA D,10
272104L_SILVER,LENNIE V,125
272124M_SILVER,MIKE O,1050
272134G_GOLD,GRAZYNA K,20
272143V_SILVER,VALLIE C,100
272179L_SILVER,LACY I,475
272220T_SILVER,TAWANDA V,325
272237A_GOLD,ALIA N,100
272263R_SILVER,ROBBIE O,20
272296A_GOLD,ANGIE A,45
272316A_GOLD,ALENE L,475
272326M_SILVER,MACHELLE J,225
272346S_SILVER,SIMA B,20
272384E_SILVER,ELIAS V,100
272392M_SILVER,MITCHELL K,50
272402R_SILVER,ROXANE V,2000
272407L_SILVER,LENARD Q,350
272433A_SILVER,ARDELLA B,75
272447E_SILVER,ELEASE Z,5
272452I_GOLD,IVONNE Y,30
272455M_SILVER,MARLON A,15
272474E_GOLD,EUSEBIO U,10
272484E_GOLD,EZRA C,10
272516C_GOLD,CARLOTTA N,35
272519M_SILVER,MOON K,225
272522I_GOLD,IGNACIA D,20
272526W_SILVER,WILLODEAN V,125
272542G_GOLD,GUILLERMO Q,10
272544W_GOLD,WILHEMINA C,85
272555L_SILVER,LASHAY X,45
272570L_SILVER,LENITA P,40
272573F_SILVER,FLOYD I,50
272588K_SILVER,KAZUKO H,100
272605W_GOLD,WILBUR J,50
272670R_SILVER,ROSY W,25
272684B_SILVER,BRIDGETT E,150
272733L_SILVER,LAVENIA B,1765
272759G_GOLD,GUSSIE Z,4824
272782L_SILVER,LIBBIE T,60
272824M_SILVER,MARGHERITA W,20
272837K_SILVER,KATIE H,10
272840R_SILVER,ROLANDE W,50
272855R_SILVER,ROSENA Z,20
272858D_SILVER,DANIKA H,20
272923L_SILVER,LILLIANA J,150
272975J_SILVER,JENICE F,50
272992C_SILVER,CLAYTON D,20
273025A_SILVER,ANNABEL C,70
273063G_GOLD,GRACIA A,50
273078M_SILVER,MORTON W,360
273140V_GOLD,VAUGHN H,25
273144W_SILVER,WINNIFRED F,70
273145A_GOLD,ALBERTA P,1
273173K_SILVER,KITTIE X,100
273198E_SILVER,ELIZABETH R,1400
273211B_SILVER,BRIDGETTE Q,1244
273218M_SILVER,MARC M,375
273234T_SILVER,TAMESHA P,20
273236D_GOLD,DENIS C,50
273247G_SILVER,GERARD P,50
273247N_SILVER,NGUYET T,500
273257A_SILVER,ADELE S,35
273299T_SILVER,TAMERA O,10
273334J_SILVER,JOSPHINE M,35
273369D_SILVER,DARREL B,135
273369N_SILVER,NENA Q,30
273369T_SILVER,TWANNA Q,4824
273386S_SILVER,SHYLA V,100
273393T_BRONZE,TERRA N,50
273400C_BRONZE,CRISTIN F,120
273412D_BRONZE,DAYLE U,50
273437D_BRONZE,DARIA K,800
273439C_BRONZE,CHARLIE Y,900
273540T_BRONZE,TRACEY T,20
273551B_BRONZE,BORIS G,770.39
273626P_BRONZE,PAZ S,1
273627M_BRONZE,MARCELLE E,626.25
273649T_BRONZE,TOMMYE U,100
273655N_BRONZE,NYLA B,20
273691H_GOLD,HORACE H,120
273745E_GOLD,EZEQUIEL Q,10
273760D_GOLD,DELTA F,10
273766L_BRONZE,LAVETTE X,10
273777R_BRONZE,RODERICK E,1
273787I_GOLD,IONE C,20
273796T_BRONZE,TAI Z,200
273807V_BRONZE,VINCE T,250
273811S_BRONZE,SHIRL X,25
273819S_BRONZE,SUK S,6170
273833L_BRONZE,LUCIANO Y,10832.23
273863D_BRONZE,DOLORIS N,20
273897M_BRONZE,MITCHEL O,20
273909C_BRONZE,CHARISSA Z,60
273941M_BRONZE,MILES Z,40
274037K_BRONZE,KARYN Q,100
274049M_BRONZE,MINERVA K,400
274068B_BRONZE,BOYCE Q,25
274095T_BRONZE,TRACEY Y,110
274100J_BRONZE,JULIE X,20
274112R_BRONZE,ROXANA O,20
274113J_BRONZE,JADE V,100
274124A_GOLD,ALEXANDRIA E,1330
274127I_GOLD,IRAIDA M,25
274183L_BRONZE,LARAE A,150
274211S_BRONZE,SONA W,50
274297S_BRONZE,SHANELLE W,50
274314A_BRONZE,ALYSHA J,10
274316Q_BRONZE,QUINN L,8
274340S_BRONZE,SANDEE A,100
274415P_BRONZE,PRUDENCE F,15
274419S_BRONZE,SHARLEEN S,50
274437A_BRONZE,ANNABELLE C,300
274465B_BRONZE,BUCK F,1100
274522A_GOLD,ALETA F,60
274602R_BRONZE,RENITA L,45708.09
274620T_BRONZE,THI J,10
274621J_BRONZE,JOLINE U,40
274644E_GOLD,ERASMO F,20
274659L_BRONZE,LAWANA F,2
274696J_BRONZE,JACKI B,10
274706W_BRONZE,WINIFRED L,150
274712I_GOLD,ISSAC V,20
274715T_BRONZE,TAD Q,85
274723T_BRONZE,TAMRA M,150
274749N_BRONZE,NATASHA B,20
274798N_BRONZE,NICKOLAS R,30
274816D_BRONZE,DARLINE D,40
274837K_BRONZE,KIYOKO X,300
274851J_BRONZE,JULIUS K,20
274870D_BRONZE,DANIA T,20
274878K_BRONZE,KA D,10
274886D_GOLD,DENEEN V,15
274890D_GOLD,DWIGHT W,520
274958G_GOLD,GUSTAVO D,320
274980T_BRONZE,TASHINA X,70
275018A_GOLD,ALI S,100
275023D_BRONZE,DANI B,10
275034R_BRONZE,RAYMON E,50
275043L_BRONZE,LENORE V,10
275046D_BRONZE,DIRK J,130
275052M_BRONZE,MYRLE M,160
275103M_BRONZE,MAGDA U,100
275154M_BRONZE,MANDIE M,10
275230D_BRONZE,DARIA P,20
275243I_GOLD,ILIANA R,20
275248S_BRONZE,SHAWNEE Y,25
275320T_BRONZE,TIFFANI O,15
275359E_GOLD,ESMERALDA U,5075
275492K_BRONZE,KAYLENE I,20
275514L_BRONZE,LEORA N,50
275523O_BRONZE,ORETHA R,15
275539Y_BRONZE,YON T,625
275559R_BRONZE,ROSENDA W,20
275569H_GOLD,HAILEY M,10
275581G_GOLD,GRACIELA C,80
275634T_BRONZE,TAI X,100
275659F_BRONZE,FLORENCE B,10
275667S_BRONZE,SALINA K,10
275732K_BRONZE,KANDRA R,50
275781J_BRONZE,JEROLD M,15
275798N_BRONZE,NILA V,20
275826V_BRONZE,VINCE X,100
275863A_GOLD,AILEEN M,5
275907L_BRONZE,LEILANI T,55
275930S_BRONZE,SHENA U,20
275940N_BRONZE,NANNIE J,25
275955S_BRONZE,SHEENA N,100
275964C_BRONZE,CHRISTINE V,25
275997Y_BRONZE,YUETTE J,50
276044S_BRONZE,SOLANGE O,50
276071T_BRONZE,THERESSA N,1832.1
276133E_GOLD,EVERETT Y,10
276148C_BRONZE,CONSUELA U,20
276200T_BRONZE,TATUM I,1200
276267U_BRONZE,URSULA C,75
276277D_GOLD,DENIS P,20
276284R_BRONZE,ROCCO B,20
276284T_GOLD,TOMIKO Z,150
276299K_SILVER,KIERSTEN N,30
276321N_SILVER,NELIDA Z,20
276325Y_SILVER,YAEL N,2
276339A_SILVER,ALLEN J,626.25
276406J_SILVER,JAIMIE C,20
276408M_SILVER,MARGERY A,50
276423I_GOLD,IGNACIO M,105
276449D_SILVER,DEANDRA S,10
276455M_SILVER,MADLYN W,150
276476S_GOLD,SOPHIA C,35
276492V_GOLD,VANITA G,30
276501T_SILVER,TANDRA I,15
276523C_SILVER,CHAS F,75
276551O_SILVER,OTIS A,120
276571H_GOLD,HOLLEY W,100
276593S_SILVER,SHAVON Q,100
276603K_SILVER,KURTIS F,425
276653B_SILVER,BOBBIE D,30
276677W_GOLD,WAYLON F,1105
276686M_SILVER,MERIDETH L,2655
276700L_SILVER,LOUISE X,5
276726M_SILVER,MELVIN O,132.5
276729J_SILVER,JEANETT F,100
276743B_GOLD,BESSIE S,25
276791C_GOLD,CORY Y,20
276808S_SILVER,SHERELL P,10
276830E_SILVER,ELKE B,85
276831J_SILVER,JEFFREY F,600
276844E_GOLD,EDEN K,20
276873R_SILVER,ROSELINE I,35
276927B_SILVER,BRANDA K,20
276956V_SILVER,VANDA H,355
276992C_SILVER,CHET K,5075
276997E_GOLD,EARLENE P,400
277070M_SILVER,MARIVEL D,540
277098J_SILVER,JAMEL R,50
277112H_GOLD,HOSEA X,900
277127A_SILVER,AUGUSTUS J,20
277162L_SILVER,LESLIE P,675
277194M_SILVER,MALKA P,40
277198I_GOLD,IVEY Z,25
277201T_GOLD,TOI Z,600
277235J_SILVER,JENI M,25
277266D_SILVER,DARLEEN H,50
277304L_SILVER,LILLIE K,100
277318L_SILVER,LAVONNA A,500
277325C_SILVER,CLIFTON O,5
277338D_SILVER,DION E,20
277338L_SILVER,LARISA Z,120
277338Y_SILVER,YOLANDA W,30
277402J_SILVER,JARROD K,850
277404M_SILVER,MICHAL P,200
277408R_SILVER,RAPHAEL V,20
277423B_SILVER,BRANDEE W,7088.91
277444E_GOLD,EDMUND Q,5
277461L_SILVER,LATRINA D,20
277470H_GOLD,HILDEGARDE R,20
277472P_SILVER,PATRICK Y,150
277516J_SILVER,JAYNA S,2
277526D_GOLD,DORA W,100
277528S_SILVER,SHIN Y,3
277531R_SILVER,RHIANNON P,200
277543L_SILVER,LISE P,10
277605E_GOLD,EDMUND K,20
277606E_SILVER,EMANUEL H,50
277619K_SILVER,KEVIN X,250
277619P_SILVER,PORTIA F,100
277650C_SILVER,CLAY M,40
277662N_SILVER,NOBUKO S,1330
277695M_SILVER,MIN L,2
277723E_SILVER,ELWOOD V,20
277748C_SILVER,CORDELIA R,195
277756M_SILVER,MAY B,30
277771M_SILVER,MAMIE J,25
277791L_SILVER,LUANNA D,20
277802S_SILVER,SHANDA G,70
277842C_SILVER,CORAZON D,220
277884R_SILVER,RAINA Y,20
277907V_SILVER,VON C,100
277915Y_SILVER,YUKI C,10
277937H_GOLD,HERMA J,90
278001O_SILVER,ODILIA M,5
278026R_SILVER,ROSSIE S,1000
278039D_SILVER,DANIA Z,35
278061S_SILVER,SIMA W,10
278063K_SILVER,KATHARYN O,20
278063M_SILVER,MIKE P,250
278068C_SILVER,CLETA N,20
278084M_SILVER,MONTY Z,50
278088R_SILVER,ROBIN L,80
278098N_SILVER,NELDA B,29
278105L_SILVER,LORI F,300
278107I_GOLD,IZETTA D,10
278108S_SILVER,SCOTTIE H,25
278118K_SILVER,KEELEY E,160
278151C_GOLD,CARLINE G,15
278160K_SILVER,KINDRA D,20
278177E_SILVER,ELVA H,60
278181N_SILVER,NATASHIA U,20
278194M_SILVER,MARCUS J,1130
278201D_SILVER,DANI H,50
278211B_SILVER,BRANDI P,20
278222C_SILVER,CYNTHIA Y,10
278287I_GOLD,IVEY P,20
278291D_SILVER,DOLLY P,20
278292V_SILVER,VALDA N,20
278312R_SILVER,ROSSIE N,250
278331I_GOLD,IZETTA I,25
278345L_SILVER,LORETA E,150
278413R_SILVER,RONALD J,35
278419R_SILVER,ROBERTA M,30
278461A_SILVER,ANNALEE B,10
278466T_SILVER,TAMIE N,5075
278467L_SILVER,LOUANNE U,75
278495M_SILVER,MARILEE W,20
278505Y_SILVER,YANG T,100
278548A_SILVER,ANNIS Q,10
278548T_SILVER,TONITA U,575
278560W_SILVER,WILLIEMAE U,15
278562M_SILVER,MARQUERITE E,20
278617E_SILVER,ELMO U,115
278635J_SILVER,JULIAN I,20
278662B_BRONZE,BRUNILDA G,25
278726A_BRONZE,ANNETT A,300
278726S_GOLD,TEST ACCOUNT_ZZ,999999999
278733C_GOLD,CORNELL D,70
278774E_GOLD,ESMERALDA C,10
278831S_BRONZE,SHENITA G,10
278891L_BRONZE,LAVONNE U,1000
278916V_BRONZE,VIVA Z,575
278925R_BRONZE,REX H,225
278977O_BRONZE,OLEN Y,25
278983R_SILVER,RIKKI Y,10
278994K_SILVER,KACY S,40
279005R_SILVER,ROLAND J,800
279021K_SILVER,KERSTIN B,10
279038B_GOLD,BETSEY V,10
279090A_SILVER,ANN J,50
279098I_GOLD,IGNACIA W,900
279099L_SILVER,LANORA V,350
279126S_SILVER,STEPHANE Q,300
279135A_GOLD,ALIX D,35
279170A_SILVER,ARACELIS K,100
279231B_SILVER,BERNADETTE H,285
279250W_SILVER,WILSON D,650
279269M_SILVER,MANDI W,20
279276A_SILVER,ANNETTA B,75
279315L_SILVER,LORY D,25
279330B_GOLD,BERTHA I,200
279334M_SILVER,MABELLE I,50
279340R_BRONZE,ROSEANN L,50
279341L_BRONZE,LEEANN N,733.53
279349K_BRONZE,KRISHNA Y,35
279394D_GOLD,DORETHA W,75
279403H_GOLD,HARRIS V,30
279426J_BRONZE,JEANNE W,10
279450B_BRONZE,BOBBY M,15
279513S_BRONZE,SUNNI D,15
279562C_BRONZE,CONCHITA I,10
279585C_BRONZE,CHARLENE T,10
279589W_GOLD,WARNER H,40
279601R_BRONZE,RAY H,100
279605L_BRONZE,LUCILLE P,45
279608K_BRONZE,KATHARYN S,100
279647E_GOLD,ELAINE L,5
279681J_BRONZE,JACQUETTA W,250
279690T_GOLD,TEENA N,10
279761C_GOLD,CORAL U,25
279773C_GOLD,CASANDRA Y,65
279776K_GOLD,KASI K,25
279892S_GOLD,SHARICE R,20
279901S_GOLD,SHARI O,250
279911M_GOLD,MELLISSA E,50
279920F_GOLD,FATIMA V,200
279930L_GOLD,LATRINA T,100
279984C_GOLD,CARL U,33
280022G_GOLD,GLADY Y,10
280032A_GOLD,AMERICA S,5
280065O_GOLD,OLIVA V,20
280075D_GOLD,DOVIE T,200
280079A_GOLD,ALETHA V,60
280215M_SILVER,MARCUS Y,40
280228J_SILVER,JAZMIN Y,20
280275D_GOLD,DONYA O,5
280321D_SILVER,DARLA B,65
280336M_SILVER,MAGDALENE O,90
280358N_SILVER,NIDA H,40
280395S_SILVER,SHANEKA L,35
280416M_SILVER,MARYLN Z,350
280458R_SILVER,RENE Z,40
280496C_SILVER,CHARISSE X,900
280516W_SILVER,WALLY T,35
280544P_BRONZE,PATTI V,65
280566R_BRONZE,ROBBIN P,50
280573H_GOLD,HEE K,55
280576P_BRONZE,PETE Y,1300
280589L_BRONZE,LEEANNE J,20
280616C_BRONZE,CONNIE A,60
280621J_BRONZE,JAIMEE U,1105
280627E_GOLD,EMORY B,8565
280642T_BRONZE,TIFFANY A,30
280718M_BRONZE,MABLE V,50
280719P_BRONZE,PAULITA A,100
280757S_BRONZE,SHIN H,90
280764M_BRONZE,MALORIE X,20
280770K_BRONZE,KAITLYN W,380
280800D_BRONZE,DANIELA E,101795
280872J_BRONZE,JORGE R,5000
280876A_BRONZE,ANTONE M,190
280953S_BRONZE,SHARYN O,25
281032V_BRONZE,VINCE L,10
281076A_GOLD,ALEXIS N,10
281082S_GOLD,STANFORD J,15
281206R_BRONZE,RENETTA R,250
281313G_BRONZE,GABRIELLA U,120
281348A_BRONZE,AUDRY H,11
281372M_BRONZE,MARIAH V,25
281383B_BRONZE,BRIDGETT P,3725
281392E_GOLD,EDUARDO T,166
281403J_BRONZE,JANNETTE X,8
281416J_BRONZE,JASMINE C,50
281423L_BRONZE,LORRIE V,250
281433S_BRONZE,SIMONA Q,10
281437L_BRONZE,LON A,425
281463K_BRONZE,KATHE H,100
281539S_BRONZE,SHALA Q,60
281602R_BRONZE,RINA X,30
281642D_BRONZE,DOLORES Q,10
281649N_BRONZE,NICOL E,786894.2
281650S_BRONZE,SHERITA O,30
281662L_BRONZE,LILLIA D,20
281665B_BRONZE,BOBBYE A,20
281685M_BRONZE,MURRAY T,4824
281697B_SILVER,BOBBI K,350
281739A_SILVER,ALLEN X,70
281856N_SILVER,NATACHA R,580
281865F_SILVER,FREEMAN A,225
281873J_SILVER,JERRICA C,25
281877S_SILVER,SHAKIRA W,850
281914D_SILVER,DANIELLE L,35
281970H_GOLD,HANK R,5
282003L_SILVER,LINETTE L,25
282016P_SILVER,PHOEBE H,300
282021M_SILVER,MORRIS E,50
282024E_SILVER,ELISE B,10
282037O_SILVER,ORALIA Y,5075
282057R_SILVER,RIA S,20
282072L_SILVER,LEOLA J,1592478
282083A_GOLD,ALEXIS Z,5000
282132C_SILVER,CONNIE Z,10
282173S_SILVER,SHARDA B,50
282184B_SILVER,BONNIE N,10
282202A_SILVER,ARIANNA M,4824
282217K_SILVER,KEITH L,25
282217O_SILVER,ODA U,535
282231B_SILVER,BENEDICT I,100
282298J_SILVER,JONELL I,50
282298O_SILVER,ORLANDO S,50
282310M_SILVER,MEGAN P,520
282323G_SILVER,GERALD C,20
282359J_BRONZE,JOLYN K,580
282402M_BRONZE,MARLENA C,100
282413M_BRONZE,MIQUEL R,200
282440K_BRONZE,KASEY P,25
282441N_BRONZE,NETA M,250
282484E_GOLD,ERIN E,100
282492L_GOLD,LAURI Z,120
282498S_GOLD,SARAI U,10
282510T_GOLD,TORI Q,3
282516J_GOLD,JONNIE I,100
282527A_GOLD,ALEXA K,10
282582R_GOLD,ROSALINA B,975
282595E_GOLD,EZRA R,20
282597S_GOLD,SPARKLE I,575
282621A_GOLD,ANDREW G,1500
282621K_GOLD,KENA V,35
282646L_GOLD,LENARD V,100
282657S_GOLD,SHONA Q,200
282671T_GOLD,TANJA I,10
282677M_GOLD,MICHELLE Z,10
282678B_BRONZE,BELVA X,10
282692K_BRONZE,KERRI X,900
282699S_BRONZE,SHANELLE M,10
282708R_BRONZE,RALEIGH P,65
282708S_BRONZE,SHANON J,1900
282746V_GOLD,VAUGHN C,20
282845A_BRONZE,ANTWAN F,50
282900N_BRONZE,NOELLE P,5
282902T_BRONZE,TIFFINY M,50
282964A_BRONZE,AURELIA R,90
282966M_BRONZE,MARJORY X,200
282992M_BRONZE,MARGO X,35
282995L_BRONZE,LASHANDA D,40
282996H_GOLD,HALLIE R,10
283012V_BRONZE,VESTA I,20
283083K_BRONZE,KELSEY C,15
283118B_BRONZE,BRADY L,50
283146J_BRONZE,JAMIE E,55
283162R_BRONZE,RICARDA Q,225
283172M_BRONZE,MONTY G,30
283185A_BRONZE,ARON Y,5
283216J_BRONZE,JEANENE C,360
283216K_BRONZE,KATINA Q,733.53
283233M_BRONZE,MAUD U,10
283244J_BRONZE,JEFFEREY Y,50
283244J_BRONZE,JOE L,15
283251R_BRONZE,ROSAURA E,625
283277L_BRONZE,LIANA J,20
283285S_GOLD,STEPHEN I,20
283304L_GOLD,LYNDIA A,10
283363S_GOLD,SANDEE S,150
283399T_GOLD,TEMPLE W,4700
283402T_GOLD,TAWNY Y,20
283410D_GOLD,DONA J,20
283413K_GOLD,KAM Q,175
283414L_GOLD,LINA E,20
283461M_GOLD,MIKAELA R,30
283482R_GOLD,RUTHIE V,8565
283517M_GOLD,MIRELLA X,20
283549T_GOLD,TOMMYE D,120
283589N_GOLD,NATHANAEL L,35
283615L_GOLD,LENORA R,20
283624J_GOLD,JENA F,40
283678M_GOLD,MICKIE Z,20
283684L_BRONZE,LUCIA G,118.55
283712S_GOLD,SOO M,479
283765C_BRONZE,CARTER O,125
283775J_BRONZE,JALEESA P,40
283788H_GOLD,HUBERT B,40
283817L_BRONZE,LELIA X,35
283869T_BRONZE,TENA G,25
283948I_GOLD,IRAIDA F,25
283981A_GOLD,ANGELIQUE I,50
284018R_BRONZE,ROLF Q,35
284035E_GOLD,EVAN R,2080
284069B_BRONZE,BAMBI F,25
284078A_BRONZE,ANNABELLE Q,190
284112E_GOLD,ERLINDA K,10
284136E_GOLD,ESTEBAN F,25
284139L_BRONZE,LIBRADA T,20
284181T_SILVER,TREASA D,50370
284211C_SILVER,CHARISE F,190
284236K_SILVER,KAI Y,25
284272L_SILVER,LEANDRO M,25
284280E_GOLD,EARTHA J,20
284335K_SILVER,KELLI P,10
284375O_SILVER,OZIE P,25
284386S_SILVER,SAMMIE H,325
284388S_SILVER,SON U,25
284400M_SILVER,MARGRETT S,18
284403E_GOLD,EVELINA F,40
284403E_SILVER,ELISHA J,360
284420D_SILVER,DALTON W,300
284500T_GOLD,TULA K,10
284520C_SILVER,CASSANDRA V,10
284562L_SILVER,LYNSEY H,355
284565B_SILVER,BRADLY V,10
284577M_SILVER,MIQUEL J,20
284593L_SILVER,LORIANN S,380
284604D_GOLD,DENA K,50
284606D_SILVER,DAMIAN T,100
284614S_SILVER,SHAVONNE P,25
284671D_SILVER,DIONNA A,20
284724M_SILVER,MELONY P,20
284773D_GOLD,DOROTHA S,30
284778G_GOLD,GREGG S,100
284832R_SILVER,ROYAL Y,1100
284855E_GOLD,ENID K,450
284884L_SILVER,LORINA L,20
284892E_GOLD,EDWINA F,2090
284913T_GOLD,TRISTAN H,8
284946E_SILVER,ELVIE L,10
284979J_SILVER,JAIME K,35
284981R_SILVER,RAELENE W,20
285017C_SILVER,CATHARINE C,20
285020P_SILVER,PAIGE N,10
285029C_SILVER,CARMINE A,15
285033T_BRONZE,TIERA T,475
285045A_BRONZE,ARIANA C,260
285054L_BRONZE,LATASHA M,1950
285081L_BRONZE,LETICIA H,20
285086J_BRONZE,JENELLE S,25
285096N_BRONZE,NANCEE C,150
285117S_BRONZE,SONA E,5
285138K_BRONZE,KAROL A,20808.59
285143M_BRONZE,MAXIMINA T,10
285214C_GOLD,CARLY V,575
285216M_BRONZE,MADALYN R,375
285236L_BRONZE,LASHAUNDA H,600
285246L_BRONZE,LILLA P,40
285270F_BRONZE,FRANCESCA M,10
285294T_BRONZE,TAMAR D,10
285332L_SILVER,LOIDA H,600
285427P_SILVER,PURA N,10
285459M_SILVER,MICHELE N,80
285460N_SILVER,NIKI W,400
285466T_SILVER,THEOLA R,120
285468A_SILVER,ANDRE K,100
285490H_GOLD,HIPOLITO O,100
285504F_GOLD,FAUSTINA C,60
285518E_SILVER,ELENI X,70
285522F_SILVER,FRANCISCA N,10
285559M_SILVER,MICHALE Z,1
285656S_SILVER,STEPHANE F,12
285658S_SILVER,SHANDI R,25
285662V_SILVER,VONNIE M,30
285682C_SILVER,CAROLYNN C,100
285684M_SILVER,MOSHE V,300
285740D_SILVER,DELOIS D,20
285770N_SILVER,NATALYA L,20
285780J_SILVER,JUTTA C,225
285781J_SILVER,JOEANN F,40
285861B_SILVER,BEN S,20
285867D_SILVER,DIGNA U,100
285883L_SILVER,LAURENCE B,1485
285934L_SILVER,LOREN U,20
285946S_SILVER,SHAD W,100
286034T_SILVER,TREY G,101795
286039E_SILVER,ELEANOR M,20
286044L_SILVER,LASHAUN M,30
286045J_SILVER,JEANETT Z,25
286057I_GOLD,IMOGENE I,215
286097T_SILVER,TEQUILA I,35
286112K_SILVER,KARREN F,100
286117H_GOLD,HAZEL N,20
286185L_SILVER,LORY C,100
286192G_SILVER,GEORGINA O,10
286220M_SILVER,MATHILDE L,150
286221P_SILVER,PAT A,50
286266T_SILVER,TREENA X,25
286274E_BRONZE,ELOY O,10
286312D_BRONZE,DANI S,19345.21
286321F_BRONZE,FRANCESCO A,15
286321L_BRONZE,LOUISE L,20
286330D_GOLD,DENA C,50
286382D_BRONZE,DONA V,40
286414M_BRONZE,MYESHA K,40
286459T_GOLD,TOBIE C,10
286468R_BRONZE,ROSENA U,700
286508K_BRONZE,KATHALEEN G,10
286516E_GOLD,EDGAR I,1
286550A_BRONZE,ARNULFO N,50
286623L_BRONZE,LUCILLE S,300
286668J_BRONZE,JANITA C,101795
286690T_BRONZE,TANNA E,5
286756T_BRONZE,TONIA B,125
286799M_BRONZE,MADALENE M,1924
286801L_BRONZE,LAURENA A,40
286801M_BRONZE,MARQUERITE G,20
286807L_BRONZE,LAKIESHA U,675
286828M_BRONZE,MACKENZIE J,500
286868E_BRONZE,ELISSA R,35
286925L_BRONZE,LAURA T,10
286935R_BRONZE,RENATE W,45
286948L_BRONZE,LULA L,525
286952K_BRONZE,KATHERINE K,101795
287004E_GOLD,ETHELENE V,59
287019L_BRONZE,LIBERTY M,333650
287020N_BRONZE,NIA V,20
287041L_BRONZE,LARITA V,6
287059L_BRONZE,LENNIE S,200
287070D_GOLD,DESSIE L,40
287070S_BRONZE,SUMMER A,20
287109D_GOLD,DULCE D,10
287116K_BRONZE,KATHRYN H,20
287148H_GOLD,HORACIO Z,8565
287170T_BRONZE,TATUM A,100
287170T_BRONZE,THOMASINA Q,20
287171U_BRONZE,UTE I,30
287180D_GOLD,DESIRAE D,10
287199J_BRONZE,JENNIFER W,128750
287266A_BRONZE,ANNAMARIE L,66.66
287282D_GOLD,DELPHA D,20
287296J_BRONZE,JESICA P,111.51
287346K_BRONZE,KATRICE M,5
287350J_BRONZE,JULENE J,20
287399J_BRONZE,JASPER E,710
287416C_BRONZE,CHERI O,50
287418M_BRONZE,MARGET T,1130
287422M_BRONZE,MARINDA L,35
287436C_BRONZE,CHARMAINE W,125
287456T_BRONZE,TYNISHA D,10
287460M_BRONZE,MELINA K,1
287462S_BRONZE,SAM U,10
287487A_BRONZE,ALONZO K,20
287518U_BRONZE,UNA A,10
287528T_BRONZE,TAKISHA Y,2
287532Z_BRONZE,ZACHERY D,25
287545E_GOLD,ERINN H,50
287549D_BRONZE,DELIA W,35
287593J_BRONZE,JUDSON U,270
287632B_BRONZE,BRITTANI Y,5
287642S_BRONZE,SAMMY E,36
287645M_SILVER,MILAN I,40
287693D_SILVER,DALIA B,10
287714D_GOLD,DESIREE F,2
287718M_SILVER,MARCELA G,20
287719S_SILVER,SHEREE O,70
287730J_SILVER,JENIFER A,100
287735V_SILVER,VIOLETTE E,20
287742C_SILVER,CHUNG Q,20
287773S_SILVER,SANDRA H,15
287805S_SILVER,SHAMIKA B,200
287834R_SILVER,ROSANNA S,35
287836T_SILVER,TRESSA L,10
287855S_SILVER,SUSAN E,35
287865A_GOLD,AISHA L,25
287888V_SILVER,VONNIE B,50
287901A_GOLD,ANGELIQUE X,35
287924J_SILVER,JULIANE I,165
287964C_SILVER,CINDI M,20
287983J_SILVER,JODI B,35
288006R_SILVER,RANDALL U,30
288143M_SILVER,MARLO I,1400
288185E_SILVER,ELVERA Q,25
288189V_SILVER,VIKKI N,5
288207D_SILVER,DALTON K,100
288221K_SILVER,KRYSTLE U,50
288238E_GOLD,EFFIE R,1924
288255J_SILVER,JOANN C,25
288284J_BRONZE,JAMEY N,20
288301I_GOLD,IONA M,40
288341M_BRONZE,MELODI H,10
288369L_BRONZE,LINDSEY T,30
288390M_BRONZE,MANUELA V,25
288391M_BRONZE,MARCELENE O,2
288392Q_BRONZE,QUINN U,10
288474J_BRONZE,JUDY T,20
288582N_BRONZE,NOEL J,20808.59
288589D_BRONZE,DEIDRE G,35
288589M_BRONZE,MARILU V,8
288607I_GOLD,INDIA A,15
288617C_BRONZE,CATHY R,25
288627L_BRONZE,LYMAN E,20
288649V_SILVER,VERN P,5
288689M_SILVER,MERRY T,10
288692R_SILVER,RENE J,575
288708N_SILVER,NICK D,50
288709L_SILVER,LILIA X,15
288744N_SILVER,NICHOLAS P,25
288752L_SILVER,LASHAWN K,20
288753D_SILVER,DANIELA X,20
288798S_SILVER,SHAUNNA O,50
288819E_GOLD,EARLEEN D,50
288832M_SILVER,MAUDE G,5
288833E_GOLD,ERIK K,70
288849A_SILVER,ARLENA O,20
288861A_GOLD,ALISHIA O,20
288887H_GOLD,HARRY R,50
288893E_GOLD,ERNIE O,20
288904M_SILVER,MADDIE F,35
288948A_SILVER,ALPHA D,15
288949M_SILVER,MARISOL F,50
288977R_SILVER,RODERICK G,35
288991J_SILVER,JULIENNE U,70
